■ 예제3 ? 제품 소개서 다국어 변환 실습용 제품 목록,,,,,,,,,,,
No,품목코드,제품명,카테고리,주요스펙,MOQ,단가(USD),인증,타겟시장,한국어소개,번역필요언어,우선순위
393,KE-74742,플라스틱 부품,섬유,"규격:288mm, 중량:30kg, 전압:24V DC",840,763.9,"KC, UL",브라질,"내부식성 건축 자재, 50년 내구 보증, 친환경 인증",영어+스페인어,보통
394,KE-51442,반도체 부품,섬유,"규격:308mm, 중량:5kg, 전압:220V",4079,577.7,"CE, RoHS",아르헨티나,"고정밀 산업용 센서, IP67 방수등급, -40°C 극한 환경 동작",영어+중국어,낮음
395,KE-96761,건축자재,기계,"규격:211mm, 중량:37kg, 전압:220V",2021,644.9,"CE, RoHS",터키,에너지 효율 1등급 LED 조명으로 기존 대비 60% 전력 절감,영어+독일어,긴급
396,KE-79159,화장품,의료,"규격:260mm, 중량:15kg, 전압:24V DC",541,121.9,"FDA, CE",태국,"고정밀 산업용 센서, IP67 방수등급, -40°C 극한 환경 동작",영어+프랑스어,긴급
397,KE-67640,태양광 패널,전자,"규격:202mm, 중량:19kg, 전압:110V",3587,30,"FDA, CE",베트남,"고강도 자동차 엔진 부품, OEM 품질 인증, 글로벌 호환",영어+스페인어,낮음
398,KE-76035,식품가공기계,자동차,"규격:223mm, 중량:48kg, 전압:110V",3106,25.8,"ISO 9001, CE",미국,"AI 기반 스마트 가전, 앱 원격 제어, 음성 인식 지원",영어+중국어,보통
399,KE-78763,태양광 패널,의료,"규격:458mm, 중량:35kg, 전압:110V",3128,779.9,"ISO 9001, CE",호주,"고정밀 산업용 센서, IP67 방수등급, -40°C 극한 환경 동작",영어+스페인어,높음
400,KE-34615,식품가공기계,건축,"규격:470mm, 중량:2kg, 전압:110V",4087,469.4,"KC, UL",미국,"AI 기반 스마트 가전, 앱 원격 제어, 음성 인식 지원",영어,높음
401,KE-88999,포장재,IT,"규격:186mm, 중량:23kg, 전압:24V DC",2111,430.2,"CE, RoHS",베트남,"엔터프라이즈급 서버, 최대 512GB RAM, 99.99% 가동률",영어+아랍어,긴급
402,KE-29107,태양광 패널,전자,"규격:382mm, 중량:26kg, 전압:220V",2597,427.4,"CE, T?V",말레이시아,"히알루론산 함유 기능성 화장품, 피부 보습 48시간 지속",영어+일어+중국어,긴급
403,KE-24116,LED 조명,식품기계,"규격:270mm, 중량:7kg, 전압:220V",4635,98.4,"ISO 9001, IATF",아르헨티나,"고정밀 산업용 센서, IP67 방수등급, -40°C 극한 환경 동작",영어+독일어,낮음
404,KE-19664,식품가공기계,화학,"규격:208mm, 중량:46kg, 전압:110V",1885,580.5,"CE, T?V",이탈리아,"AI 기반 스마트 가전, 앱 원격 제어, 음성 인식 지원",영어+아랍어,낮음
405,KE-78724,포장재,기계,"규격:275mm, 중량:15kg, 전압:110V",3720,85.1,"KC, CE, FCC",캐나다,"내부식성 건축 자재, 50년 내구 보증, 친환경 인증",영어+스페인어,높음
406,KE-61980,공구세트,기계,"규격:218mm, 중량:9kg, 전압:220V",3704,303.6,ISO 14001,영국,"엔터프라이즈급 서버, 최대 512GB RAM, 99.99% 가동률",영어,보통
407,KE-65757,스마트 가전,건축,"규격:203mm, 중량:43kg, 전압:110V",1660,290.9,"ISO 9001, IATF",멕시코,"항균 기능성 섬유, 세탁 100회 후에도 항균력 유지",영어+프랑스어,낮음
408,KE-26605,섬유/원단,식품기계,"규격:307mm, 중량:26kg, 전압:110V",3055,689.2,"KC, UL",호주,"고강도 자동차 엔진 부품, OEM 품질 인증, 글로벌 호환",영어+일어+중국어,보통
409,KE-18080,화장품,의료,"규격:412mm, 중량:41kg, 전압:24V DC",318,363.2,"KC, CE, FCC",중국,"엔터프라이즈급 서버, 최대 512GB RAM, 99.99% 가동률",영어+아랍어,높음
410,KE-10116,의료기기,섬유,"규격:190mm, 중량:29kg, 전압:220V",4134,789.1,"KC, CE, FCC",싱가포르,"내부식성 건축 자재, 50년 내구 보증, 친환경 인증",영어+스페인어,보통
411,KE-21166,IT장비,기계,"규격:149mm, 중량:5kg, 전압:220V",3538,275.4,"ISO 9001, IATF",이탈리아,"히알루론산 함유 기능성 화장품, 피부 보습 48시간 지속",영어+일어+중국어,긴급
412,KE-85385,스마트 가전,식품기계,"규격:213mm, 중량:18kg, 전압:24V DC",1584,187.1,"ISO 9001, IATF",호주,"내부식성 건축 자재, 50년 내구 보증, 친환경 인증",영어+스페인어,낮음
413,KE-53166,전자부품,식품기계,"규격:246mm, 중량:1kg, 전압:220V",1060,608.5,"KC, UL",싱가포르,"내부식성 건축 자재, 50년 내구 보증, 친환경 인증",영어+프랑스어,긴급
414,KE-91667,플라스틱 부품,화학,"규격:429mm, 중량:18kg, 전압:110V",729,257.4,"FDA, CE",남아프리카,"AI 기반 스마트 가전, 앱 원격 제어, 음성 인식 지원",영어+일어+중국어,긴급
415,KE-73083,공구세트,건축,"규격:306mm, 중량:1kg, 전압:110V",1336,153.6,ISO 14001,이탈리아,"내부식성 건축 자재, 50년 내구 보증, 친환경 인증",영어+중국어,긴급
416,KE-80882,산업용 센서,건축,"규격:332mm, 중량:8kg, 전압:24V DC",2669,766.8,"KC, UL",싱가포르,"항균 기능성 섬유, 세탁 100회 후에도 항균력 유지",영어+스페인어,보통
417,KE-49943,건축자재,섬유,"규격:350mm, 중량:39kg, 전압:220V",1835,717.3,"KC, UL",UAE,에너지 효율 1등급 LED 조명으로 기존 대비 60% 전력 절감,영어+독일어,긴급
418,KE-83128,화장품,기계,"규격:273mm, 중량:6kg, 전압:24V DC",3960,522.9,"KC, CE, FCC",이탈리아,"고강도 자동차 엔진 부품, OEM 품질 인증, 글로벌 호환",영어,보통
419,KE-59121,의료기기,화학,"규격:130mm, 중량:24kg, 전압:110V",2626,634.3,"KC, CE, FCC",베트남,"고강도 자동차 엔진 부품, OEM 품질 인증, 글로벌 호환",영어+아랍어,높음
420,KE-16377,산업용 센서,식품기계,"규격:441mm, 중량:13kg, 전압:110V",4699,109.4,"CE, T?V",브라질,에너지 효율 1등급 LED 조명으로 기존 대비 60% 전력 절감,영어+아랍어,낮음
421,KE-25654,섬유/원단,자동차,"규격:272mm, 중량:24kg, 전압:24V DC",3864,293.7,"ISO 9001, IATF",폴란드,"항균 기능성 섬유, 세탁 100회 후에도 항균력 유지",영어+프랑스어,긴급
422,KE-26601,금속 가공품,전자,"규격:102mm, 중량:21kg, 전압:24V DC",2142,101.4,"ISO 9001, CE",프랑스,"AI 기반 스마트 가전, 앱 원격 제어, 음성 인식 지원",영어+아랍어,긴급
423,KE-45025,공구세트,IT,"규격:185mm, 중량:46kg, 전압:24V DC",447,306.6,"KC, UL",일본,"내부식성 건축 자재, 50년 내구 보증, 친환경 인증",영어,낮음
424,KE-90242,산업용 센서,섬유,"규격:439mm, 중량:7kg, 전압:24V DC",1570,566.9,ISO 14001,미국,"히알루론산 함유 기능성 화장품, 피부 보습 48시간 지속",영어+일어+중국어,보통
425,KE-97476,디스플레이,전자,"규격:490mm, 중량:13kg, 전압:110V",3359,194.9,"CE, RoHS",중국,"엔터프라이즈급 서버, 최대 512GB RAM, 99.99% 가동률",영어+스페인어,긴급
426,KE-13160,금속 가공품,의료,"규격:129mm, 중량:44kg, 전압:24V DC",523,569.9,"FDA, CE",네덜란드,"AI 기반 스마트 가전, 앱 원격 제어, 음성 인식 지원",영어+스페인어,긴급
427,KE-84609,식품가공기계,자동차,"규격:304mm, 중량:16kg, 전압:220V",132,626.8,"KC, UL",사우디아라비아,"항균 기능성 섬유, 세탁 100회 후에도 항균력 유지",영어+아랍어,보통
428,KE-91593,태양광 패널,의료,"규격:174mm, 중량:48kg, 전압:110V",335,463.2,"KC, UL",UAE,"히알루론산 함유 기능성 화장품, 피부 보습 48시간 지속",영어+일어+중국어,긴급
429,KE-69521,IT장비,의료,"규격:162mm, 중량:41kg, 전압:24V DC",1342,756.1,"CE, T?V",사우디아라비아,"고정밀 산업용 센서, IP67 방수등급, -40°C 극한 환경 동작",영어,보통
430,KE-30966,스마트 가전,자동차,"규격:298mm, 중량:29kg, 전압:24V DC",4365,562.3,"ISO 9001, CE",말레이시아,"항균 기능성 섬유, 세탁 100회 후에도 항균력 유지",영어+프랑스어,높음
431,KE-19167,공구세트,기계,"규격:120mm, 중량:49kg, 전압:110V",3624,276.1,"FDA, CE",사우디아라비아,"AI 기반 스마트 가전, 앱 원격 제어, 음성 인식 지원",영어+아랍어,긴급
432,KE-54842,금속 가공품,IT,"규격:438mm, 중량:36kg, 전압:220V",4278,443.4,"KC, UL",중국,"고강도 자동차 엔진 부품, OEM 품질 인증, 글로벌 호환",영어+독일어,긴급
433,KE-16494,산업용 센서,식품기계,"규격:224mm, 중량:43kg, 전압:24V DC",826,660.3,"ISO 9001, IATF",네덜란드,"항균 기능성 섬유, 세탁 100회 후에도 항균력 유지",영어+스페인어,높음
434,KE-54219,IT장비,건축,"규격:226mm, 중량:38kg, 전압:24V DC",4261,96.8,"FDA, CE",브라질,"AI 기반 스마트 가전, 앱 원격 제어, 음성 인식 지원",영어+독일어,긴급
435,KE-40575,산업용 센서,기계,"규격:141mm, 중량:14kg, 전압:24V DC",2061,797.6,"CE, RoHS",중국,에너지 효율 1등급 LED 조명으로 기존 대비 60% 전력 절감,영어+프랑스어,긴급
436,KE-18233,건축자재,식품기계,"규격:382mm, 중량:6kg, 전압:110V",1798,196.1,"ISO 9001, IATF",일본,"히알루론산 함유 기능성 화장품, 피부 보습 48시간 지속",영어+독일어,긴급
437,KE-39962,의료기기,섬유,"규격:307mm, 중량:37kg, 전압:24V DC",2742,483.2,"KC, CE, FCC",터키,"엔터프라이즈급 서버, 최대 512GB RAM, 99.99% 가동률",영어+아랍어,보통
438,KE-17690,플라스틱 부품,기계,"규격:433mm, 중량:19kg, 전압:24V DC",519,336.4,"ISO 9001, CE",멕시코,"히알루론산 함유 기능성 화장품, 피부 보습 48시간 지속",영어,보통
439,KE-71467,화장품,섬유,"규격:250mm, 중량:9kg, 전압:24V DC",2113,793.7,"ISO 9001, CE",프랑스,"고정밀 산업용 센서, IP67 방수등급, -40°C 극한 환경 동작",영어+스페인어,긴급
440,KE-36857,섬유/원단,IT,"규격:326mm, 중량:40kg, 전압:24V DC",1807,622.5,"CE, RoHS",일본,"고정밀 산업용 센서, IP67 방수등급, -40°C 극한 환경 동작",영어+프랑스어,낮음
441,KE-74358,산업용 센서,자동차,"규격:181mm, 중량:5kg, 전압:220V",863,52.7,"KC, UL",멕시코,"엔터프라이즈급 서버, 최대 512GB RAM, 99.99% 가동률",영어+독일어,높음
442,KE-13341,반도체 부품,기계,"규격:109mm, 중량:29kg, 전압:24V DC",4281,233.5,"FDA, CE",캐나다,"항균 기능성 섬유, 세탁 100회 후에도 항균력 유지",영어+독일어,긴급
443,KE-20869,공구세트,식품기계,"규격:157mm, 중량:39kg, 전압:24V DC",2972,239.7,"KC, CE, FCC",UAE,"히알루론산 함유 기능성 화장품, 피부 보습 48시간 지속",영어+일어+중국어,낮음
444,KE-80205,식품가공기계,건축,"규격:269mm, 중량:16kg, 전압:24V DC",2795,401.4,"ISO 9001, CE",폴란드,"히알루론산 함유 기능성 화장품, 피부 보습 48시간 지속",영어+아랍어,높음
445,KE-99676,플라스틱 부품,의료,"규격:106mm, 중량:48kg, 전압:110V",487,326.7,ISO 14001,아르헨티나,"AI 기반 스마트 가전, 앱 원격 제어, 음성 인식 지원",영어+독일어,높음
446,KE-44822,태양광 패널,식품기계,"규격:306mm, 중량:15kg, 전압:110V",4356,545.7,"ISO 9001, CE",아르헨티나,"AI 기반 스마트 가전, 앱 원격 제어, 음성 인식 지원",영어+아랍어,낮음
447,KE-35859,LED 조명,전자,"규격:275mm, 중량:1kg, 전압:24V DC",863,434.7,"CE, RoHS",미국,"내부식성 건축 자재, 50년 내구 보증, 친환경 인증",영어+스페인어,긴급
448,KE-50460,디스플레이,섬유,"규격:416mm, 중량:18kg, 전압:110V",117,453.4,"KC, UL",아르헨티나,"내부식성 건축 자재, 50년 내구 보증, 친환경 인증",영어+프랑스어,긴급
449,KE-56933,LED 조명,화학,"규격:119mm, 중량:48kg, 전압:110V",1529,616.4,"ISO 9001, CE",남아프리카,"항균 기능성 섬유, 세탁 100회 후에도 항균력 유지",영어+중국어,높음
450,KE-64723,반도체 부품,섬유,"규격:335mm, 중량:49kg, 전압:110V",4441,382.8,"KC, UL",일본,"내부식성 건축 자재, 50년 내구 보증, 친환경 인증",영어+일어+중국어,낮음
451,KE-13662,금속 가공품,IT,"규격:432mm, 중량:31kg, 전압:110V",3822,148.2,"CE, RoHS",UAE,"엔터프라이즈급 서버, 최대 512GB RAM, 99.99% 가동률",영어+스페인어,긴급
452,KE-31274,반도체 부품,화학,"규격:419mm, 중량:11kg, 전압:220V",577,499.4,"KC, UL",멕시코,"히알루론산 함유 기능성 화장품, 피부 보습 48시간 지속",영어,보통
453,KE-72332,반도체 부품,의료,"규격:269mm, 중량:27kg, 전압:220V",229,114.3,"ISO 9001, CE",인도,"고정밀 산업용 센서, IP67 방수등급, -40°C 극한 환경 동작",영어,높음
454,KE-14468,식품가공기계,건축,"규격:428mm, 중량:4kg, 전압:220V",1536,466.6,"CE, RoHS",멕시코,"히알루론산 함유 기능성 화장품, 피부 보습 48시간 지속",영어,보통
455,KE-97697,디스플레이,식품기계,"규격:269mm, 중량:21kg, 전압:24V DC",4674,106.4,"ISO 9001, CE",싱가포르,"항균 기능성 섬유, 세탁 100회 후에도 항균력 유지",영어+중국어,높음
456,KE-73871,배터리,건축,"규격:400mm, 중량:18kg, 전압:220V",1364,601.7,"ISO 9001, CE",프랑스,에너지 효율 1등급 LED 조명으로 기존 대비 60% 전력 절감,영어+일어+중국어,보통
457,KE-80829,디스플레이,식품기계,"규격:411mm, 중량:24kg, 전압:220V",3763,183.6,"FDA, CE",일본,"고정밀 산업용 센서, IP67 방수등급, -40°C 극한 환경 동작",영어+아랍어,보통
458,KE-20725,공구세트,전자,"규격:269mm, 중량:26kg, 전압:220V",3775,289.2,"FDA, CE",싱가포르,"고정밀 산업용 센서, IP67 방수등급, -40°C 극한 환경 동작",영어+독일어,높음
459,KE-15336,건축자재,섬유,"규격:251mm, 중량:34kg, 전압:24V DC",2493,530.9,"KC, UL",브라질,"내부식성 건축 자재, 50년 내구 보증, 친환경 인증",영어+중국어,높음
460,KE-13444,금속 가공품,IT,"규격:205mm, 중량:15kg, 전압:110V",2601,457.4,"ISO 9001, CE",사우디아라비아,에너지 효율 1등급 LED 조명으로 기존 대비 60% 전력 절감,영어+프랑스어,보통
461,KE-97440,화장품,자동차,"규격:455mm, 중량:41kg, 전압:24V DC",2259,138.4,"KC, UL",프랑스,"AI 기반 스마트 가전, 앱 원격 제어, 음성 인식 지원",영어,낮음
462,KE-86966,IT장비,건축,"규격:132mm, 중량:13kg, 전압:220V",1221,431.9,"ISO 9001, IATF",멕시코,"고강도 자동차 엔진 부품, OEM 품질 인증, 글로벌 호환",영어+프랑스어,낮음
463,KE-44013,식품가공기계,화학,"규격:306mm, 중량:26kg, 전압:220V",1481,330,ISO 14001,인도네시아,"엔터프라이즈급 서버, 최대 512GB RAM, 99.99% 가동률",영어+아랍어,보통
464,KE-24882,태양광 패널,의료,"규격:400mm, 중량:6kg, 전압:220V",690,160.5,"CE, RoHS",베트남,"고정밀 산업용 센서, IP67 방수등급, -40°C 극한 환경 동작",영어+독일어,긴급
465,KE-40780,디스플레이,전자,"규격:188mm, 중량:15kg, 전압:220V",400,141.4,ISO 14001,UAE,"고강도 자동차 엔진 부품, OEM 품질 인증, 글로벌 호환",영어,낮음
466,KE-80023,공구세트,자동차,"규격:229mm, 중량:44kg, 전압:24V DC",1875,388,"KC, UL",스페인,에너지 효율 1등급 LED 조명으로 기존 대비 60% 전력 절감,영어+프랑스어,높음
467,KE-87431,LED 조명,건축,"규격:236mm, 중량:19kg, 전압:220V",3102,423.3,ISO 14001,브라질,"엔터프라이즈급 서버, 최대 512GB RAM, 99.99% 가동률",영어,보통
468,KE-97945,스마트 가전,기계,"규격:300mm, 중량:16kg, 전압:220V",4006,359.2,"CE, T?V",남아프리카,"고정밀 산업용 센서, IP67 방수등급, -40°C 극한 환경 동작",영어+프랑스어,높음
469,KE-60678,태양광 패널,의료,"규격:116mm, 중량:17kg, 전압:220V",4320,555.9,"CE, RoHS",UAE,에너지 효율 1등급 LED 조명으로 기존 대비 60% 전력 절감,영어+프랑스어,보통
470,KE-11852,IT장비,식품기계,"규격:270mm, 중량:4kg, 전압:24V DC",4377,595.6,"ISO 9001, CE",캐나다,"고정밀 산업용 센서, IP67 방수등급, -40°C 극한 환경 동작",영어+일어+중국어,높음
471,KE-75016,건축자재,화학,"규격:360mm, 중량:41kg, 전압:110V",2540,358.5,"KC, UL",독일,"고강도 자동차 엔진 부품, OEM 품질 인증, 글로벌 호환",영어+중국어,높음
472,KE-33846,금속 가공품,의료,"규격:119mm, 중량:2kg, 전압:24V DC",1359,49.6,"KC, CE, FCC",중국,에너지 효율 1등급 LED 조명으로 기존 대비 60% 전력 절감,영어+중국어,긴급
473,KE-72826,반도체 부품,전자,"규격:358mm, 중량:35kg, 전압:110V",1802,240.9,"FDA, CE",스페인,"고정밀 산업용 센서, IP67 방수등급, -40°C 극한 환경 동작",영어+스페인어,높음
474,KE-76887,반도체 부품,기계,"규격:169mm, 중량:48kg, 전압:220V",1533,124.4,"KC, UL",호주,"고정밀 산업용 센서, IP67 방수등급, -40°C 극한 환경 동작",영어+스페인어,보통
475,KE-78634,건축자재,전자,"규격:405mm, 중량:43kg, 전압:220V",532,313.8,"CE, T?V",폴란드,"AI 기반 스마트 가전, 앱 원격 제어, 음성 인식 지원",영어+프랑스어,보통
476,KE-37984,자동차 부품,건축,"규격:120mm, 중량:37kg, 전압:24V DC",698,149.1,"KC, CE, FCC",브라질,"AI 기반 스마트 가전, 앱 원격 제어, 음성 인식 지원",영어+아랍어,높음
477,KE-19716,건축자재,의료,"규격:202mm, 중량:46kg, 전압:110V",2173,654.4,"KC, UL",태국,"AI 기반 스마트 가전, 앱 원격 제어, 음성 인식 지원",영어+일어+중국어,높음
478,KE-35175,건축자재,건축,"규격:153mm, 중량:4kg, 전압:110V",454,39.4,"CE, T?V",터키,"고강도 자동차 엔진 부품, OEM 품질 인증, 글로벌 호환",영어+일어+중국어,긴급
479,KE-41760,IT장비,자동차,"규격:468mm, 중량:21kg, 전압:24V DC",3630,565.2,"CE, RoHS",말레이시아,"고정밀 산업용 센서, IP67 방수등급, -40°C 극한 환경 동작",영어+아랍어,긴급
480,KE-77967,화장품,화학,"규격:466mm, 중량:19kg, 전압:24V DC",4152,647.6,"ISO 9001, CE",아르헨티나,"AI 기반 스마트 가전, 앱 원격 제어, 음성 인식 지원",영어+중국어,보통
481,KE-33786,산업용 센서,기계,"규격:471mm, 중량:38kg, 전압:110V",4843,398.9,ISO 14001,터키,"고정밀 산업용 센서, IP67 방수등급, -40°C 극한 환경 동작",영어+프랑스어,보통
482,KE-46235,플라스틱 부품,기계,"규격:213mm, 중량:38kg, 전압:24V DC",390,265.3,"ISO 9001, IATF",이탈리아,"항균 기능성 섬유, 세탁 100회 후에도 항균력 유지",영어+독일어,높음
483,KE-54948,디스플레이,건축,"규격:216mm, 중량:46kg, 전압:24V DC",2881,643.8,"CE, RoHS",인도,"AI 기반 스마트 가전, 앱 원격 제어, 음성 인식 지원",영어+중국어,긴급
484,KE-78915,포장재,섬유,"규격:108mm, 중량:12kg, 전압:24V DC",2659,715.7,"CE, T?V",말레이시아,"고강도 자동차 엔진 부품, OEM 품질 인증, 글로벌 호환",영어+중국어,긴급
485,KE-41594,반도체 부품,전자,"규격:115mm, 중량:42kg, 전압:110V",2079,671.1,"CE, T?V",인도,"내부식성 건축 자재, 50년 내구 보증, 친환경 인증",영어+중국어,긴급
486,KE-26542,공구세트,식품기계,"규격:320mm, 중량:21kg, 전압:24V DC",254,209.8,"CE, RoHS",독일,"항균 기능성 섬유, 세탁 100회 후에도 항균력 유지",영어+프랑스어,낮음
487,KE-49631,건축자재,섬유,"규격:340mm, 중량:18kg, 전압:24V DC",4157,461.4,"KC, UL",일본,"AI 기반 스마트 가전, 앱 원격 제어, 음성 인식 지원",영어+스페인어,긴급
488,KE-68143,전자부품,기계,"규격:442mm, 중량:41kg, 전압:110V",3830,657.8,ISO 14001,호주,"고강도 자동차 엔진 부품, OEM 품질 인증, 글로벌 호환",영어+중국어,긴급
489,KE-99509,LED 조명,건축,"규격:454mm, 중량:39kg, 전압:110V",2374,363.2,"KC, CE, FCC",미국,"항균 기능성 섬유, 세탁 100회 후에도 항균력 유지",영어+프랑스어,보통
490,KE-34562,금속 가공품,섬유,"규격:234mm, 중량:20kg, 전압:24V DC",305,402,"CE, RoHS",멕시코,"고강도 자동차 엔진 부품, OEM 품질 인증, 글로벌 호환",영어+중국어,낮음
491,KE-44819,식품가공기계,전자,"규격:161mm, 중량:27kg, 전압:220V",1177,476,"KC, UL",캐나다,에너지 효율 1등급 LED 조명으로 기존 대비 60% 전력 절감,영어+중국어,높음
492,KE-61427,섬유/원단,섬유,"규격:499mm, 중량:26kg, 전압:24V DC",4727,543.9,"ISO 9001, CE",인도,"고강도 자동차 엔진 부품, OEM 품질 인증, 글로벌 호환",영어+프랑스어,낮음
493,KE-41308,산업용 센서,기계,"규격:410mm, 중량:6kg, 전압:110V",4465,443.9,"FDA, CE",남아프리카,"내부식성 건축 자재, 50년 내구 보증, 친환경 인증",영어+독일어,긴급
494,KE-57625,의료기기,전자,"규격:156mm, 중량:17kg, 전압:110V",1986,159.9,"KC, UL",태국,"AI 기반 스마트 가전, 앱 원격 제어, 음성 인식 지원",영어+중국어,높음
495,KE-16191,섬유/원단,의료,"규격:257mm, 중량:6kg, 전압:110V",4340,563.2,"KC, UL",독일,"고강도 자동차 엔진 부품, OEM 품질 인증, 글로벌 호환",영어+아랍어,보통
496,KE-69812,화학원료,자동차,"규격:311mm, 중량:41kg, 전압:24V DC",2100,453.6,"ISO 9001, IATF",폴란드,"고강도 자동차 엔진 부품, OEM 품질 인증, 글로벌 호환",영어+중국어,높음
497,KE-49648,포장재,IT,"규격:325mm, 중량:9kg, 전압:220V",2655,556,"KC, CE, FCC",영국,"항균 기능성 섬유, 세탁 100회 후에도 항균력 유지",영어+독일어,높음
498,KE-72987,자동차 부품,전자,"규격:423mm, 중량:25kg, 전압:220V",1219,525.8,"ISO 9001, CE",아르헨티나,"고정밀 산업용 센서, IP67 방수등급, -40°C 극한 환경 동작",영어+중국어,낮음
499,KE-93604,IT장비,건축,"규격:473mm, 중량:4kg, 전압:110V",4539,508.1,"FDA, CE",베트남,"고정밀 산업용 센서, IP67 방수등급, -40°C 극한 환경 동작",영어+아랍어,높음
500,KE-91716,LED 조명,전자,"규격:287mm, 중량:44kg, 전압:110V",3371,139.1,"KC, CE, FCC",이탈리아,에너지 효율 1등급 LED 조명으로 기존 대비 60% 전력 절감,영어+독일어,높음
